customer_id,credit_lines_outstanding,loan_amt_outstanding,total_debt_outstanding,income,years_employed,fico_score,default
1064,5,38599,40467,80087,25,766,1
1065,2,29529,19625,44165,12,665,0
1066,5,36954,35893,73929,19,745,0
1067,8,28856,78329,82028,19,693,1
1068,9,3573,33007,110998,22,762,0
1069,9,13808,93302,64812,9,786,0
1070,1,36367,41532,65500,26,835,0
1071,9,37801,56253,94151,10,814,1
1072,7,42196,14323,73643,8,582,0
1073,9,35072,75379,59900,8,787,0
1074,8,24752,16210,57946,4,776,1
1075,1,18685,18456,22851,25,704,1
1076,8,42401,33367,31288,0,717,0
1077,8,12372,56624,87692,16,604,0
1078,3,9996,12106,82580,21,647,0
1079,1,17458,70008,22368,1,640,1
1080,8,32889,74240,100436,23,608,0
1081,3,27665,66315,111136,12,598,1
1082,3,39243,71249,61403,8,750,1
1083,1,32653,72587,106170,28,653,1
1084,5,27657,12756,24168,3,640,1
1085,7,40952,70011,101497,4,732,0
1086,9,23180,38378,64879,10,627,0
1087,7,32896,6255,74871,23,790,0
1088,9,13875,16484,104388,18,718,0
1089,8,2622,58549,113646,20,689,0
1090,2,49756,36503,47174,2,762,1
1091,1,41809,75794,114751,11,607,1
1092,7,17725,47113,107491,25,776,0
1093,7,41760,76069,21581,18,770,1
1094,8,16646,7249,86853,18,630,0
1095,5,18029,21201,79046,12,728,0
1096,3,30402,60576,64678,27,847,0
1097,8,5263,11686,41649,6,629,0
1098,6,31987,55363,103668,14,825,1
1099,3,47828,99543,97325,22,692,1
1100,1,48924,2661,29567,6,749,0
1101,3,9646,46843,95404,25,745,0
1102,5,28529,97673,104906,7,593,0
1103,3,12664,62963,111019,4,782,1
1104,1,36737,44828,76944,20,768,0
1105,5,36796,50604,93002,13,734,0
1106,7,25027,12526,43803,3,634,1
1107,7,30373,70910,33230,22,761,1
1108,9,37397,27592,32862,9,789,0
1109,3,21609,30982,58355,19,654,0
1110,7,36835,2207,46259,14,712,0
1111,1,39709,90733,114075,17,638,0
1112,4,20250,70619,102445,19,761,0
1113,4,22172,31328,45795,12,643,0
1114,5,12555,48479,23770,28,839,1
1115,7,22874,22103,26093,7,772,0
1116,7,14081,41891,61571,8,722,0
1117,4,25063,12754,15193,15,683,0
1118,7,7819,83437,115311,18,793,0
1119,3,26712,74982,32569,15,821,1
1120,6,25762,57922,26190,6,788,1
1121,2,12046,50231,77824,13,672,1
1122,9,32463,31301,57752,27,721,0
1123,5,29769,93652,47327,13,691,1
1124,6,24150,64711,57070,24,638,1
1125,4,3711,43323,100925,26,622,0
1126,7,5853,20752,55197,3,786,0
1127,9,30077,99912,17261,25,847,1
1128,7,24863,84205,108905,14,697,0
1129,1,22792,15395,41512,2,599,0
1130,1,41483,87957,21716,4,801,1
1131,9,9942,58273,101795,0,745,1
1132,9,49275,93878,43933,2,710,0
1133,4,49594,6895,19378,14,735,0
1134,9,2762,78559,55583,23,763,0
1135,3,32987,12699,100371,26,669,0
1136,7,16850,67061,44033,7,673,1
1137,6,13112,11715,39000,28,592,0
1138,8,25058,21169,90868,3,809,0
1139,9,46420,18163,57604,1,605,0
1140,5,39890,7782,83336,28,654,0
1141,1,1481,90177,110074,23,729,0
1142,3,48304,86328,110655,23,727,0
1143,8,33921,37585,88869,9,587,0
1144,6,41385,32682,20410,3,608,1
1145,8,2524,49864,98375,2,788,0
1146,9,35888,86416,71044,1,707,0
1147,4,16048,57114,78315,24,695,0
1148,1,36111,40067,111055,16,723,0
1149,1,38904,44685,86344,22,814,0
1150,4,35008,20073,21796,20,586,1
1151,7,1060,38035,101716,23,624,0
1152,2,10130,66977,69245,19,818,0
1153,3,19023,92373,58056,22,734,0
1154,1,46080,85362,32709,12,760,1
1155,5,14350,92517,73557,4,794,0
1156,1,25354,67450,32543,29,667,1
1157,8,46186,12382,52418,20,835,0
1158,1,29145,6437,109611,29,652,0
1159,1,35020,72971,118291,8,758,0
1160,2,21587,66612,118001,24,791,0
1161,2,42131,92355,111038,28,813,1
1162,6,10650,63929,31724,24,818,1
1163,7,20933,99518,18828,27,802,1
1164,5,21581,14329,32087,21,698,0
1165,1,24393,27169,27605,5,843,0
1166,1,24051,89468,46337,4,786,1
1167,3,27212,36594,20482,24,674,1
1168,2,5090,78957,80333,9,801,0
1169,5,7960,62631,107541,7,810,0
1170,6,36772,47033,103296,6,698,0
1171,7,22520,65133,65952,6,847,1
1172,4,37408,75165,20463,5,643,1
1173,7,29470,75861,85448,20,590,0
1174,8,21491,54290,19648,28,677,1
1175,1,2341,96031,48623,19,650,1
1176,6,45623,33750,74156,2,637,1
1177,8,25791,97155,50634,18,830,0
1178,5,1338,42461,59602,21,629,0
1179,4,6895,75800,64334,14,795,1
1180,2,13254,80222,83648,3,631,0
1181,6,12344,26226,37054,27,663,0
1182,6,2750,8721,85028,11,705,0
1183,1,3421,58154,37207,5,651,1
1184,9,40887,22609,95650,18,815,0
1185,6,6319,54130,114821,3,635,0
1186,3,16896,74909,96554,14,689,0
1187,4,12918,57249,36386,8,771,0
1188,4,26064,50895,98276,4,672,0
1189,3,47617,96473,74518,12,635,1
1190,3,28935,7656,67781,22,639,0
1191,3,38641,76520,67780,25,717,0
1192,4,30711,65740,76440,17,618,0
1193,7,5806,66309,59199,29,607,1
1194,4,42360,31984,76035,29,628,0
1195,9,13182,75822,23210,4,704,1
1196,1,23297,7901,59363,24,592,0
1197,8,20541,33552,93279,15,615,0
1198,7,29921,93245,75348,26,680,0
1199,2,17774,33055,70284,18,665,0
1200,8,45813,39685,87124,13,583,0
1201,1,38198,75965,83847,24,802,0
1202,9,9820,16716,37432,29,745,1
1203,9,25070,13138,79089,15,709,1
1204,2,5232,37298,70398,26,610,1
1205,7,12122,53112,114291,14,590,0
1206,3,16023,25429,18321,21,675,1
1207,7,9007,52200,96348,3,769,0
1208,9,18905,73308,52383,6,771,1
1209,4,42786,50244,93682,15,845,0
1210,1,30398,19347,94190,23,707,1
1211,2,35268,18920,67893,21,817,0
1212,1,7737,33822,50820,20,691,0
1213,5,37062,48659,81262,21,724,0
1214,5,26510,42108,18760,20,644,0
1215,7,20426,91099,37190,7,826,1
1216,9,38265,9967,82411,16,802,0
1217,9,18850,13871,38377,15,685,0
1218,3,1614,96299,61737,26,760,1
1219,3,22776,79452,84569,22,763,0
1220,3,25077,76270,53211,9,805,0
1221,4,10374,35613,97909,9,844,0
1222,8,36435,30179,18744,26,668,0
1223,6,31907,54188,39995,1,755,0
1224,8,14409,57099,31977,29,597,0
1225,1,17514,37262,112938,8,685,0
1226,8,30866,80213,49542,16,746,0
1227,4,3983,20268,25651,10,592,1
1228,1,32705,79866,114239,9,611,1
1229,8,21662,88269,93931,21,619,0
1230,4,24510,62545,110344,24,727,0
1231,6,13651,94822,117112,16,797,1
1232,8,41998,74146,31715,3,798,1
1233,4,29535,73966,59409,15,661,0
1234,3,7640,41922,39306,19,787,0
1235,9,45547,81364,34086,14,780,1
1236,3,16317,44913,29376,24,617,1
1237,9,8564,99033,76350,26,790,0
1238,2,28345,57677,86425,20,828,0
1239,2,49288,51841,118358,4,806,0
1240,2,29687,48332,51636,5,627,1
1241,6,14737,94062,101120,16,597,1
1242,3,10323,97694,66649,0,775,0
1243,9,16229,27032,49610,24,766,0
1244,4,45481,39846,25058,18,803,0
1245,1,9502,61474,89637,3,808,1
1246,4,1545,46936,93033,16,656,0
1247,1,38114,31794,85194,8,767,0
1248,5,30430,63588,91917,23,849,0
1249,4,10996,72984,79200,1,674,0
1250,8,28788,52331,61619,7,711,0
1251,8,30969,96397,32154,14,618,1
1252,7,49543,30141,34539,6,651,0
1253,3,14919,11074,75058,26,739,0
1254,1,4810,8406,77068,5,766,0
1255,1,31586,99359,92313,0,770,1
1256,3,40974,25291,114932,14,699,0
1257,6,42773,43568,45373,22,799,1
1258,7,17371,99539,48154,25,632,1
1259,6,46084,48851,21031,6,801,1
1260,6,30629,56823,108533,28,710,0
1261,6,9436,25312,86975,29,816,0
1262,3,13984,45108,37785,24,825,0
1263,6,34039,68918,93928,16,805,1
1264,8,20895,36171,43669,1,787,1
1265,2,19155,43779,109475,26,675,0
1266,5,11616,70828,17282,8,779,1
1267,1,38129,14411,49624,28,826,0
1268,1,40837,59009,63438,8,651,0
1269,5,25574,17422,104900,12,764,0
1270,3,4430,44468,82534,5,585,0
1271,4,13676,34371,46705,5,785,1
1272,3,11816,59022,53244,19,611,0
1273,1,33733,73229,89964,19,678,0
1274,1,21144,53196,52437,20,835,1
1275,5,3050,82354,92872,2,766,1
1276,6,45460,98774,89878,16,655,0
1277,3,34933,98410,87982,16,756,1
1278,9,25951,28715,65583,11,834,0
1279,5,33413,29605,53392,15,769,0
1280,8,35801,33174,22461,14,706,0
1281,1,33913,11956,115123,12,833,0
1282,5,48037,78373,25516,22,792,1
1283,3,41600,71252,94285,0,829,0
1284,1,26280,63949,32514,16,663,0
1285,4,25557,64646,115962,2,592,0
1286,5,48054,72017,51268,25,624,1
1287,7,36400,65037,105486,14,706,0
1288,1,5494,91818,115424,3,693,0
1289,3,16152,8548,51788,3,784,0
1290,2,24895,75294,90749,17,637,1
1291,9,10155,25177,76049,16,798,0
1292,6,32883,26022,77493,18,688,0
1293,3,44194,7542,51027,10,753,0
1294,8,44001,93012,108547,19,843,1
1295,8,2828,98320,57849,2,690,1
1296,2,46028,62428,115127,7,766,0
1297,6,42898,24740,32858,13,848,0
1298,7,33123,61353,99162,25,808,1
1299,2,38573,92353,94003,0,735,0
1300,2,1806,58532,67395,13,768,1
1301,1,41970,18052,54758,1,581,0
1302,8,30757,49076,69312,28,825,0
1303,1,35636,55420,83670,22,789,0
1304,9,15561,2671,97279,3,592,0
1305,6,49280,2163,30434,23,675,0
1306,7,25262,43424,79047,26,800,0
1307,7,15899,55744,62775,28,817,1
1308,3,49988,72331,90769,18,673,0
1309,2,16934,12634,81677,5,848,0
1310,9,39197,6798,98555,24,750,0
1311,8,42844,24420,100920,0,673,0
1312,7,37332,31300,60734,16,728,0
1313,9,35157,91881,116665,7,691,1
1314,4,12593,12749,103503,18,634,1
1315,4,41042,27121,55603,20,695,0
1316,1,18320,39487,91708,0,722,0
1317,8,28376,95947,96926,4,780,0
1318,3,44513,35361,83803,26,759,0
1319,7,15199,23223,54332,15,781,1
1320,2,16876,74930,106703,5,632,0
1321,2,9245,16056,36312,7,759,0
1322,7,8214,30380,108376,12,716,0
1323,6,1726,28035,99526,15,761,0
1324,3,47600,32620,59179,29,580,0
1325,9,12362,21877,86442,2,623,0
1326,6,19297,57316,55379,18,806,0
1327,6,31448,66041,32297,11,677,0
1328,1,27172,55352,17011,15,787,1
1329,4,43874,32911,59014,26,844,0
1330,6,8657,34784,26738,10,719,1
1331,6,19850,5191,109333,9,816,0
1332,5,26425,35160,62498,24,651,0
1333,1,27685,92536,26120,19,734,1
1334,8,48319,66641,23767,3,769,1
1335,5,25578,51723,37852,11,847,0
1336,5,29831,5631,94239,22,686,0
1337,7,8906,8172,15929,1,811,1
1338,4,8287,44080,92487,23,621,0
1339,6,34660,91097,106575,21,769,0
1340,4,11222,92353,110040,18,718,1
1341,3,38443,22281,32438,24,682,0
1342,7,35701,30671,63515,4,750,0
1343,8,18764,53431,20744,7,800,1
1344,4,45641,92900,98820,6,792,1
1345,2,18674,94961,57417,13,635,1
1346,3,19024,30602,22069,23,681,0
1347,1,47007,90789,57359,22,771,1
1348,8,24874,53399,34799,2,779,0
1349,3,44642,25472,113746,17,812,0
1350,7,33284,51230,108762,15,806,1
1351,5,18602,75616,85188,22,718,1
1352,5,38784,9099,104859,18,728,0
1353,7,24265,27431,22597,18,694,0
1354,9,26931,58492,62093,17,642,1
1355,5,29841,98722,52226,19,683,1
1356,1,30192,49684,87127,15,735,0
1357,1,47542,32111,106369,7,585,0
1358,2,43520,65936,92362,27,726,0
1359,6,16585,24614,41417,0,763,0
1360,9,26559,94260,33693,16,607,1
1361,8,41059,43991,94674,11,617,0
1362,5,34742,72476,68161,29,698,1
1363,1,5133,62920,17169,20,823,1
1364,7,15663,96294,99092,10,647,1
1365,5,22754,65530,37052,4,793,1
1366,6,4972,38224,86849,26,797,0
1367,7,6295,9788,88851,11,756,0
1368,3,47681,30082,23036,16,743,1
1369,3,42873,91570,46778,5,637,1
1370,5,30125,78816,42734,0,848,0
1371,6,41996,85588,38173,4,637,1
1372,9,10903,18531,45403,24,684,0
1373,5,4020,90340,81321,27,807,0
1374,1,42755,96439,86675,13,826,0
1375,4,21420,46857,21344,4,767,1
1376,5,22452,12142,33800,21,662,0
1377,5,46648,50355,40372,23,765,0
1378,7,39001,11866,76516,26,831,0
1379,4,10516,72067,35538,0,817,1
1380,1,48327,66027,78918,29,763,0
1381,5,3396,59906,29973,17,789,0
1382,7,19546,30138,86155,15,676,0
1383,6,20129,94601,115240,8,787,0
1384,5,2591,31956,74500,18,716,0
1385,4,12303,78295,51575,21,763,1
1386,2,31561,7439,57261,4,655,0
1387,4,7183,49241,42716,26,721,0
1388,3,27572,44533,18236,1,816,1
1389,1,35080,30270,30848,29,604,1
1390,8,21695,80815,17352,14,646,1
1391,5,8314,41279,16932,6,829,0
1392,4,20623,25888,91449,3,697,0
1393,8,3139,19630,23556,0,652,1
1394,7,48456,63063,101836,12,589,1
1395,2,32290,37144,20498,19,790,1
1396,1,19088,54161,91118,21,731,0
1397,4,40692,98718,65098,6,584,0
1398,8,34130,93074,79386,14,774,0
1399,2,33088,79360,24569,22,692,1
1400,3,27292,52979,71882,13,742,0
1401,1,47249,99661,85393,22,684,1
1402,1,21670,8979,15340,18,760,0
1403,3,4738,28189,58949,21,623,0
1404,5,3469,44600,97302,28,754,0
1405,3,23534,61560,77443,23,741,1
1406,1,49874,80040,106668,19,719,1
1407,1,10017,63558,89027,28,711,0
1408,8,3808,88205,15138,23,666,1
1409,2,48638,8910,15358,17,755,1
1410,3,13713,59713,90250,9,762,1
1411,2,41329,48857,100376,8,708,1
1412,3,3719,36964,114931,24,825,0
1413,7,23890,87667,45654,7,668,0
1414,1,12700,27227,40879,25,645,0
1415,8,37509,7978,96532,29,737,0
1416,2,43534,89527,70778,28,728,0
1417,3,37766,19153,52772,9,695,0
1418,9,27705,61765,73478,16,793,0
1419,7,19787,41071,79353,1,832,0
1420,4,49845,71519,41762,5,722,1
1421,5,27588,11503,28283,25,829,0
1422,2,27123,62703,78922,4,604,0
1423,8,34062,66379,54420,27,649,0
1424,4,11177,97457,70568,29,692,0
1425,9,22727,59866,100090,8,691,0
1426,5,31220,18905,35219,4,670,0
1427,9,10882,47838,72169,17,597,1
1428,4,2136,60279,115455,25,728,0
1429,5,35832,91489,89965,19,806,0
1430,9,32966,28806,61840,8,793,0
1431,8,8009,47000,59695,16,730,1
1432,3,13987,24168,99754,26,771,0
1433,1,38311,72119,92988,16,619,0
1434,3,32575,40714,73342,11,821,1
1435,4,2007,56093,33951,6,717,1
1436,2,6445,57419,16307,26,759,1
1437,1,11706,51145,95388,2,779,0
1438,7,48517,79425,105768,9,782,0
1439,8,45486,94949,50428,1,640,0
1440,7,30257,79811,107021,24,771,1
1441,5,22736,4461,90774,2,584,0
1442,1,43207,16291,53975,15,816,0
1443,7,14281,48804,16140,1,760,1
1444,7,2435,78971,39842,27,616,1
1445,9,34339,95471,41421,23,635,1
1446,3,36150,66946,16708,9,816,1
1447,9,26821,86080,18630,5,776,1
1448,1,27660,63332,34595,21,652,1
1449,1,6084,79794,91021,25,638,0
1450,4,17661,32841,43308,10,819,0
1451,9,14507,50758,59789,22,581,0
1452,6,8059,78272,70690,6,767,0
1453,3,19271,39643,41086,26,609,1
1454,1,46539,52408,31859,28,846,1
1455,4,8491,45950,22684,14,687,0
1456,9,48295,58849,106088,5,669,1
1457,3,15859,30044,16207,19,784,1
1458,9,9073,17997,61099,26,799,0
1459,7,10077,81751,82496,8,673,1
1460,4,21953,25911,81093,21,682,1
1461,3,12383,57533,44689,19,802,0
1462,5,3353,84566,63651,11,765,1
1463,5,24821,96870,28893,18,763,1
1464,3,38567,16571,112808,19,741,0
1465,9,25860,96463,81418,2,826,1
1466,4,22195,59941,118065,14,610,0
1467,5,12939,60005,75011,1,631,1
1468,4,26338,88250,53635,29,655,0
1469,5,22730,60712,71115,20,619,0
1470,7,22427,45541,110071,1,680,1
1471,9,36196,25387,93405,21,690,0
1472,7,28083,95980,87702,2,828,1
1473,5,22510,50908,93518,5,770,0
1474,7,45064,87457,118651,14,761,1
1475,5,8813,15057,87805,26,788,0
1476,3,32598,66028,73954,9,601,1
1477,7,48182,57731,43064,8,745,0
1478,2,28570,26858,94063,0,678,0
1479,9,28082,50689,17454,15,787,1
1480,1,30241,46638,35878,5,587,0
1481,6,31678,93598,66098,8,769,0
1482,7,45569,48486,77154,26,754,0
1483,8,12745,22567,27991,3,596,1
1484,9,27029,31739,83344,26,669,0
1485,2,14025,59804,119946,27,720,0
1486,2,37124,5754,51593,1,724,0
1487,5,15288,29044,51304,28,745,0
1488,5,24650,69260,45386,3,657,1
1489,6,7540,68912,70220,0,841,1
1490,3,33232,10706,84338,18,742,0
1491,8,17422,10894,109289,25,593,0
1492,1,4342,20037,36083,24,818,0
1493,6,42846,85986,33354,9,651,1
1494,4,36612,83942,37190,20,722,0
1495,1,11396,53612,21142,14,848,1
1496,7,18482,31725,43398,26,820,0
1497,9,24411,7926,66971,21,824,0
1498,4,47766,11496,56862,18,742,0
1499,4,14261,58447,113668,15,639,1
1500,6,4093,31806,68410,20,585,0
1501,3,12722,90199,34503,26,776,1
1502,6,23042,43321,63456,23,637,1
1503,7,45413,67095,115167,21,796,0
1504,3,48851,24656,97035,3,605,0
1505,7,29087,57147,23016,1,584,0
1506,3,33347,93396,17384,29,599,1
1507,2,34756,51666,77320,24,777,1
1508,4,40214,84368,30072,12,638,1
1509,8,17335,40787,117239,27,821,0
1510,9,29602,64946,95018,0,725,0
1511,7,49901,23727,55510,16,828,1
1512,1,35450,97081,63933,12,593,0
1513,3,33196,70056,36826,3,592,1
1514,9,6626,5081,83026,6,623,0
1515,1,8424,36196,40518,16,598,0
1516,9,13857,38735,39045,8,642,0
1517,8,45923,82102,65876,3,818,1
1518,1,20982,81578,107446,18,679,0
1519,6,12425,27498,105102,0,742,1
1520,5,2980,78865,66919,9,701,1
1521,6,49290,33656,114441,3,623,0
1522,5,27431,69695,42103,8,724,0
1523,6,20440,39900,51188,12,629,0
1524,5,42752,86899,20845,13,644,1
1525,5,18175,49701,101698,9,743,0
1526,4,49651,21033,51674,5,720,1
1527,3,27385,12805,34337,15,707,0
1528,3,39158,37851,37313,5,818,1
1529,4,24019,28832,41943,16,766,0
1530,9,19639,65437,92949,9,787,0
1531,2,20994,15944,15276,17,799,1
1532,9,35375,21873,66151,26,769,0
1533,1,22563,42372,32611,21,816,0
1534,1,40341,91464,119641,17,773,0
1535,5,6776,17379,26944,2,838,1
1536,6,37444,38751,67887,19,825,1
1537,6,4380,91822,96442,26,715,1
1538,3,9711,7110,64847,20,750,0
1539,7,9782,56341,73653,24,738,0
1540,9,18434,14087,101072,27,780,0
1541,8,47765,25762,71622,14,624,0
1542,6,21017,84617,42810,14,843,1
1543,8,31707,11596,92842,3,650,0
1544,5,40110,20313,25503,28,682,1
1545,8,18343,68549,99761,26,704,0
1546,4,39827,25705,51976,8,809,0
1547,8,42652,69364,26590,26,725,1
1548,2,6655,75445,25886,25,776,1
1549,5,45859,80645,27866,18,800,1
1550,9,16251,4023,81624,23,639,0
1551,4,1526,61796,83899,27,677,0
1552,6,4224,82073,47792,16,750,1
1553,1,48837,94197,24764,10,752,1
1554,9,12536,66429,101156,24,730,0
1555,1,29541,63627,57727,8,701,1
1556,5,14547,35848,93471,9,687,0
1557,4,35531,39804,23068,17,583,1
1558,3,9712,17379,22295,19,672,0
1559,6,39565,61664,56160,12,585,1
1560,2,10208,29766,26390,7,685,1
1561,3,6109,70099,35131,6,725,1
1562,5,36201,38060,109754,16,675,1
1563,9,17967,96733,90969,20,808,0
1564,2,30759,71122,30038,22,781,1
1565,8,21172,18087,67327,14,791,0
1566,2,37935,50868,108718,19,585,1
1567,5,27589,25225,92064,14,691,0
1568,7,31015,97286,36281,0,685,1
1569,8,30009,8643,69189,24,718,0
1570,1,18773,95059,63511,13,675,0
1571,6,42125,38727,23605,4,793,1
1572,1,27143,13005,115318,10,601,0
1573,2,7154,67697,16381,15,772,1
1574,1,22804,18029,81634,1,729,0
1575,5,42688,16226,34810,7,826,0
1576,9,21581,65646,39322,10,846,1
1577,6,31087,62603,56869,28,830,1
1578,1,33981,30731,47955,17,582,1
1579,1,4762,70926,76388,2,655,0
1580,2,47167,7997,25207,29,666,0
1581,9,10768,57506,102329,25,849,0
1582,3,44408,80229,82628,0,804,0
1583,1,40499,51815,43220,10,597,1
1584,5,39559,44092,99050,15,692,0
1585,7,49590,64539,118546,17,830,0
1586,6,9783,68077,89085,29,812,0
1587,1,47389,23817,37031,15,781,0
1588,5,30781,39861,85721,22,662,1
1589,5,31811,15428,95807,9,704,0
1590,6,49787,45934,86312,17,754,0
1591,3,36488,12258,74766,5,648,0
1592,5,9905,59775,27449,18,626,1
1593,7,10127,83580,104833,3,835,0
1594,5,23431,96947,71699,26,794,1
1595,5,7368,7469,96253,12,609,0
1596,5,28424,30854,119769,23,816,0
1597,3,47824,8256,61092,13,827,0
1598,1,46004,78256,78671,2,604,0
1599,5,19333,35937,25350,9,653,1
1600,9,24116,3651,111158,5,785,0
1601,1,48219,52288,115859,0,673,0
1602,3,44201,86730,83487,22,706,0
1603,4,16525,27051,32622,23,604,0
1604,1,24398,29386,85263,26,695,0
1605,1,33857,77054,68117,13,627,1
1606,8,11361,18184,118990,7,805,0
1607,2,17369,35787,73394,18,845,0
1608,8,4041,23621,117005,13,678,0
1609,7,1105,77564,116084,9,590,0
1610,2,10078,79984,38782,16,664,1
1611,6,26003,61792,43454,8,793,0
1612,6,7090,47253,82904,28,752,0
1613,3,39850,36051,30592,5,788,0
1614,2,2925,51811,37173,10,643,1
1615,1,19440,32447,48204,24,837,1
1616,6,40685,85930,50596,6,700,1
1617,5,27015,32254,49324,16,633,0
1618,9,34320,86045,76202,27,820,0
1619,1,26291,59418,104400,27,822,0
1620,7,37679,16472,45750,0,597,0
1621,5,27289,5471,91112,21,766,0
1622,5,4389,97804,31566,4,723,1
1623,2,26683,10329,22190,8,841,0
1624,3,14629,36865,103607,17,818,0
1625,7,25826,48850,53333,23,655,1
1626,6,36198,56220,95905,26,767,0
1627,2,27630,95808,104571,20,825,0
1628,6,34226,8397,16589,1,709,0
1629,2,47163,99909,40235,28,658,1
1630,2,33975,37525,15159,25,651,0
1631,2,1899,55072,27145,10,842,0
1632,3,12653,92106,95909,26,770,0
1633,2,28961,85820,46921,27,642,1
1634,4,17405,86530,119859,5,591,0
1635,9,9601,25284,31237,25,720,0
1636,6,34662,63330,23244,7,833,1
1637,1,34282,85369,29743,3,622,1
1638,8,22288,27122,112102,17,596,0
1639,7,30545,72553,61101,27,642,0
1640,3,37877,83906,99227,10,832,1
1641,1,47026,96788,114532,4,587,1
1642,5,16313,64812,71378,14,669,1
1643,4,16349,9999,86126,27,787,1
1644,8,8179,24436,71071,17,697,0
1645,1,11326,44963,86121,1,754,1
1646,1,45555,4096,89763,21,655,0
1647,4,2560,27279,108814,10,680,0
1648,8,14612,28201,119350,25,730,0
1649,5,18650,21715,27237,24,849,1
1650,2,27745,31309,30649,12,650,0
1651,6,32890,17078,52713,3,759,0
1652,5,21022,58614,88463,21,703,0
1653,2,5780,7105,60409,6,774,0
1654,3,19311,96848,63766,28,807,0
1655,9,29380,4839,61154,10,685,0
1656,7,45662,70920,22016,21,600,1
1657,7,3356,45619,94563,23,643,0
1658,6,5790,44821,63688,3,744,1
1659,8,27911,15493,104678,27,606,0
1660,4,25363,19069,69238,14,727,1
1661,8,21049,9531,73608,0,743,0
1662,4,11181,39051,104081,22,803,0
1663,8,40825,9736,46897,2,725,0
1664,9,17082,9710,65961,13,609,0
1665,3,1661,69155,83703,5,624,0
1666,3,38412,15975,59757,17,613,0
1667,2,49479,64424,41917,24,720,1
1668,3,3920,47603,37736,0,800,0
1669,3,26658,25252,42990,5,601,1
1670,5,49770,82797,77551,5,759,0
1671,5,15025,3431,73161,20,810,0
1672,2,9946,76603,94623,15,617,1
1673,6,29706,39481,37440,28,649,0
1674,5,46500,94573,50205,4,695,1
1675,6,40004,11557,95811,16,818,0
1676,1,17309,76971,70103,9,727,0
1677,5,47286,2162,85812,27,588,0
1678,9,34120,36742,56627,20,629,1
1679,2,31027,21675,118032,17,584,0
1680,1,8005,75997,34008,6,705,1
1681,9,47804,19015,86274,2,654,0
1682,9,1956,52057,47402,12,744,0
1683,9,35839,34591,68384,14,656,0
1684,6,9595,95583,20793,19,716,1
1685,8,48908,11833,117827,18,685,0
1686,1,13803,9896,20571,2,674,0
1687,4,26963,34972,111867,3,714,0
1688,1,37221,51733,31209,4,647,0
1689,8,40443,43800,105930,0,726,0
1690,1,34723,98044,58148,3,738,1
1691,3,40063,7347,106218,11,742,1
1692,4,49689,61063,17224,27,768,1
1693,8,16282,97850,63695,26,674,1
1694,6,5703,4643,47441,23,760,0
